id,title,full_text,paragraphs,references,children
252.101,Using part 252.,"(b) Numbering.
(2) Provisions or clauses that supplement
the FAR.
(ii)(B) DFARS provisions or clauses use
a four digit sequential number in the 7000 series, e.g., -7000,
-7001, -7002. Department or agency supplemental provisions or clauses
use four digit sequential numbers in the 9000 series.","['(b) Numbering.', '(2) Provisions or clauses that supplement\nthe FAR.', '(ii)(B) DFARS provisions or clauses use\na four digit sequential number in the 7000 series, e.g., -7000,\n-7001, -7002. Department or agency supplemental provisions or clauses\nuse four digit sequential numbers in the 9000 series.']",,
252.103,Identification of provisionsand clauses.,"For guidance on numbering department or agency provisions
and clauses, see PGI 252.103","['For guidance on numbering department or agency provisions\nand clauses, see PGI 252.103']",,
252.201,RESERVED,,[],,252.201-7000
252.201-7000,Contracting Officer's Representative.,,[],,
252.203,RESERVED,,[],,"252.203-7000,252.203-7001,252.203-7002,252.203-7003,252.203-7004,252.203-7005"
252.203-7000,Requirements Relating to Compensation of Former DoD Officials.,,[],,
252.203-7001,Prohibition on Persons Convicted of Fraud or Other Defense Contract-Related Felonies.,,[],,
252.203-7002,Requirement to Inform Employees of Whistleblower Rights.,,[],,
252.203-7003,Agency Office of the Inspector General.,,[],,
252.203-7004,Display of Hotline Posters.,,[],,
252.203-7005,Representation Relating to Compensation of Former DoD Officials.,,[],,
252.204,RESERVED,,[],,"252.204-7000,252.204-7001,252.204-7002,252.204-7003,252.204-7004,252.204-7005,252.204-7006,252.204-7007,252.204-7008,252.204-7009,252.204-7010,252.204-7011,252.204-7012,252.204-7013,252.204-7014,252.204-7015,252.204-7016,252.204-7017,252.204-7018,252.204-7019,252.204-7020,252.204-7021,252.204-7022,252.204-7023"
252.204-7000,Disclosure of Information.,,[],,
252.204-7001,Reserved.,,[],,
252.204-7002,Payment for Contract Line or Subline Items Not Separately Priced.,,[],,
252.204-7003,Control of Government Personnel Work Product.,,[],,
252.204-7004,Antiterrorism Awareness Training for Contractors.,,[],,
252.204-7005,Reserved.,,[],,
252.204-7006,Billing Instructions.,,[],,
252.204-7007,"Alternate A, AnnualRepresentations and Certifications.","As prescribed in 204.1202 ,
use the following provision:
ALTERNATE A, ANNUAL REPRESENTATIONS
AND CERTIFICATIONS (MAY 2021)
Substitute the following paragraphs (b), (d), and (e) for paragraphs
(b) and (d) of the provision at FAR 52.204-8:
(b)(1) If the provision at FAR 52.204-7,
System for Award Management, is included in this solicitation, paragraph
(e) of this provision applies.
(2) If the provision at FAR 52.204-7, System
for Award Management, is not included in this solicitation, and
the Offeror has an active registration in the System for Award Management
(SAM), the Offeror may choose to use paragraph (e) of this provision
instead of completing the corresponding individual representations
and certifications in the solicitation. The Offeror shall indicate
which option applies by checking one of the following boxes:
___ (i) Paragraph (e) applies.
___ (ii) Paragraph (e) does not apply and
the Offeror has completed the individual representations and certifications in
the solicitation.
(d)(1) The following representations or certifications in the
SAM database are applicable to this solicitation as indicated:
(i) 252.204-7016 , Covered
Defense Telecommunications Equipment or Services—Representation.
Applies to all solicitations.
(ii) 252.216-7008 , Economic
Price Adjustment—Wage Rates or Material Prices Controlled by a Foreign
Government. Applies to solicitations for fixed-price supply and
service contracts when the contract is to be performed wholly or in
part in a foreign country, and a foreign government controls wage
rates or material prices and may during contract performance impose
a mandatory change in wages or prices of materials.
(iii) 252.225-7042 , Authorization
to Perform. Applies to all solicitations when performance will be
wholly or in part in a foreign country.
(iv) 252.225-7049 , Prohibition
on Acquisition of Certain Foreign Commercial Satellite Services—Representations. Applies
to solicitations for the acquisition of commercial satellite services.
(v) 252.225-7050 , Disclosure
of Ownership or Control by the Government of a Country that is a
State Sponsor of Terrorism. Applies to all solicitations expected
to result in contracts of $150,000 or more.
(vi) 252.229-7012 , Tax Exemptions
(Italy)—Representation. Applies to solicitations and contracts when
contract performance will be in Italy.
(vii) 252.229-7013 , Tax Exemptions
(Spain)—Representation. Applies to solicitations and contracts when
contract performance will be in Spain.
(ix) 252.247-7022 , Representation
of Extent of Transportation by Sea. Applies to all solicitations
except those for direct purchase of ocean transportation services
or those with an anticipated value at or below the simplified acquisition threshold.
(2) The following representations or certifications
in SAM are applicable to this solicitation as indicated by the Contracting Officer: [Contracting
Officer check as appropriate.]
___ (i) 252.209-7002 , Disclosure
of Ownership or Control by a Foreign Government.
___ (ii) 252.225-7000 , Buy American—Balance
of Payments Program Certificate.
___ (iii) 252.225-7020 , Trade Agreements
Certificate.
___ Use with Alternate I.
___ (iv) 252.225-7031 , Secondary
Arab Boycott of Israel.
___ (v) 252.225-7035 , Buy American—Free
Trade Agreements—Balance of Payments Program Certificate.
___ Use with Alternate I.
___ Use with Alternate II.
___ Use with Alternate III.
___Use with Alternate IV.
___ Use with Alternate V.
___ (vi) 252.226-7002 , Representation
for Demonstration Project for Contractors Employing Persons with
Disabilities.
___ (vii) 252.232-7015 , Performance-Based
Payments—Representation.
(e) The Offeror
has completed the annual representations and certifications electronically
via the SAM website at https://www.acquisition.gov/ . After
reviewing the SAM database information,
the Offeror verifies by submission
of the offer that the representations and certifications currently
posted electronically that apply to this solicitation as indicated
in FAR 52.204-8(c) and paragraph (d) of this provision have been
entered or updated within the last 12 months, are current, accurate,
complete, and applicable to this solicitation (including the business
size standard applicable to the NAICS code referenced for this solicitation),
as of the date of this offer, and are incorporated in this offer
by reference (see FAR 4.1201); except for the changes identified
below [Offeror to insert
changes, identifying change by provision number, title, date] . These
amended representation(s) and/or certification(s) are also incorporated
in this offer and are current, accurate, and complete as of the
date of this offer.
Any changes provided by the Offeror
are applicable to this solicitation only, and do not result in an
update to the representations and certifications located in the SAM database.
(End of provision)","['As prescribed in 204.1202 ,\nuse the following provision:', 'ALTERNATE A, ANNUAL REPRESENTATIONS\nAND CERTIFICATIONS (MAY 2021)', 'Substitute the following paragraphs (b), (d), and (e) for paragraphs\n(b) and (d) of the provision at FAR 52.204-8:', '(b)(1) If the provision at FAR 52.204-7,\nSystem for Award Management, is included in this solicitation, paragraph\n(e) of this provision applies.', '(2) If the provision at FAR 52.204-7, System\nfor Award Management, is not included in this solicitation, and\nthe Offeror has an active registration in the System for Award Management\n(SAM), the Offeror may choose to use paragraph (e) of this provision\ninstead of completing the corresponding individual representations\nand certifications in the solicitation. The Offeror shall indicate\nwhich option applies by checking one of the following boxes:', '___ (i) Paragraph (e) applies.', '___ (ii) Paragraph (e) does not apply and\nthe Offeror has completed the individual representations and certifications in\nthe solicitation.', '(d)(1) The following representations or certifications in the\nSAM database are applicable to this solicitation as indicated:', '(i) 252.204-7016 , Covered\nDefense Telecommunications Equipment or Services—Representation.\nApplies to all solicitations.', '(ii) 252.216-7008 , Economic\nPrice Adjustment—Wage Rates or Material Prices Controlled by a Foreign\nGovernment. Applies to solicitations for fixed-price supply and\nservice contracts when the contract is to be performed wholly or in\npart in a foreign country, and a foreign government controls wage\nrates or material prices and may during contract performance impose\na mandatory change in wages or prices of materials.', '(iii) 252.225-7042 , Authorization\nto Perform. Applies to all solicitations when performance will be\nwholly or in part in a foreign country.', '(iv) 252.225-7049 , Prohibition\non Acquisition of Certain Foreign Commercial Satellite Services—Representations. Applies\nto solicitations for the acquisition of commercial satellite services.', '(v) 252.225-7050 , Disclosure\nof Ownership or Control by the Government of a Country that is a\nState Sponsor of Terrorism. Applies to all solicitations expected\nto result in contracts of $150,000 or more.', '(vi) 252.229-7012 , Tax Exemptions\n(Italy)—Representation. Applies to solicitations and contracts when\ncontract performance will be in Italy.', '(vii) 252.229-7013 , Tax Exemptions\n(Spain)—Representation. Applies to solicitations and contracts when\ncontract performance will be in Spain.', '(ix) 252.247-7022 , Representation\nof Extent of Transportation by Sea. Applies to all solicitations\nexcept those for direct purchase of ocean transportation services\nor those with an anticipated value at or below the simplified acquisition threshold.', '(2) The following representations or certifications\nin SAM are applicable to this solicitation as indicated by the Contracting Officer: [Contracting\nOfficer check as appropriate.]', '___ (i) 252.209-7002 , Disclosure\nof Ownership or Control by a Foreign Government.', '___ (ii) 252.225-7000 , Buy American—Balance\nof Payments Program Certificate.', '___ (iii) 252.225-7020 , Trade Agreements\nCertificate.', '___ Use with Alternate I.', '___ (iv) 252.225-7031 , Secondary\nArab Boycott of Israel.', '___ (v) 252.225-7035 , Buy American—Free\nTrade Agreements—Balance of Payments Program Certificate.', '___ Use with Alternate I.', '___ Use with Alternate II.', '___ Use with Alternate III.', '___Use with Alternate IV.', '___ Use with Alternate V.', '___ (vi) 252.226-7002 , Representation\nfor Demonstration Project for Contractors Employing Persons with\nDisabilities.', '___ (vii) 252.232-7015 , Performance-Based\nPayments—Representation.', '(e) The Offeror\nhas completed the annual representations and certifications electronically\nvia the SAM website at https://www.acquisition.gov/ . After\nreviewing the SAM database information,\nthe Offeror verifies by submission\nof the offer that the representations and certifications currently\nposted electronically that apply to this solicitation as indicated\nin FAR 52.204-8(c) and paragraph (d) of this provision have been\nentered or updated within the last 12 months, are current, accurate,\ncomplete, and applicable to this solicitation (including the business\nsize standard applicable to the NAICS code referenced for this solicitation),\nas of the date of this offer, and are incorporated in this offer\nby reference (see FAR 4.1201); except for the changes identified\nbelow [Offeror to insert\nchanges, identifying change by provision number, title, date] . These\namended representation(s) and/or certification(s) are also incorporated\nin this offer and are current, accurate, and complete as of the\ndate of this offer.', 'Any changes provided by the Offeror\nare applicable to this solicitation only, and do not result in an\nupdate to the representations and certifications located in the SAM database.', '(End of provision)']","204.1202,252.204-7016,252.216-7008,252.225-7042,252.225-7049,252.225-7050,252.229-7012,252.229-7013,252.247-7022,252.209-7002,252.225-7000,252.225-7020,252.225-7031,252.225-7035,252.226-7002,252.232-7015",
